"","index","PID","n_red","outcome","col_reported","col_picked","pp_lied","RT_rating","win_lose_tie","suspicion_rating","trial","n_blue","e_v","normed_signed_e_v","normed_unsigned_e_v","cs_signed_e_v","normed_cs_signed_e_v","cs_unsigned_e_v","normed_cs_unsigned_e_v","n_reported_colour_opp","n_consec_colour","normed_signed_colour_count","normed_unsigned_colour_count","outcome_same_as_pick","subject_lied","t_cond","signed_n_consec_colour","suspicion","lied","subj_red_pick"
"1",0,"561ec90aed6e5a000fc7e8d3",6,1,-1,-1,TRUE,4424,"loss",0.6,1,1,0.857142857142857,1,1,0.857142857142857,0.0662983425414365,0.857142857142857,0.0355029585798817,1,1,0.272727272727273,0.2,FALSE,FALSE,6,1,TRUE,FALSE,TRUE
"2",1,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,3942,"tie",0.4,2,2,0.714285714285714,0.916666666666667,0.857142857142857,1.57142857142857,0.0939226519337017,1.57142857142857,0.0502958579881657,2,2,0.363636363636364,0.3,FALSE,TRUE,5,2,TRUE,TRUE,TRUE
"3",2,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2781,"tie",0.6,3,2,0.714285714285714,0.916666666666667,0.857142857142857,2.28571428571429,0.121546961325967,2.28571428571429,0.0650887573964497,3,3,0.454545454545455,0.4,FALSE,TRUE,5,3,TRUE,TRUE,TRUE
"4",3,"561ec90aed6e5a000fc7e8d3",5,-1,1,1,FALSE,4358,"win",0.4,4,2,-0.285714285714286,0.333333333333333,0.428571428571429,2,0.110497237569061,2.57142857142857,0.0710059171597633,1,1,0.0909090909090909,0.2,FALSE,FALSE,-5,-1,FALSE,FALSE,FALSE
"5",4,"561ec90aed6e5a000fc7e8d3",1,1,1,1,FALSE,3164,"tie",0.4,5,6,0.142857142857143,0.583333333333333,0.285714285714286,2.14285714285714,0.116022099447514,2.71428571428571,0.0739644970414201,4,1,0.272727272727273,0.2,TRUE,FALSE,1,1,FALSE,FALSE,FALSE
"6",5,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,3149,"tie",0.6,6,2,0.714285714285714,0.916666666666667,0.857142857142857,2.85714285714286,0.143646408839779,3.42857142857143,0.0887573964497042,5,2,0.363636363636364,0.3,FALSE,TRUE,5,2,TRUE,TRUE,TRUE
"7",6,"561ec90aed6e5a000fc7e8d3",1,1,1,1,FALSE,3140,"tie",0.2,7,6,0.142857142857143,0.583333333333333,0.285714285714286,3,0.149171270718232,3.57142857142857,0.0917159763313609,6,3,0.454545454545455,0.4,TRUE,FALSE,1,3,FALSE,FALSE,FALSE
"8",7,"561ec90aed6e5a000fc7e8d3",3,1,1,1,TRUE,2529,"tie",0.2,8,4,0.428571428571429,0.75,0.571428571428572,3.42857142857143,0.165745856353591,4,0.100591715976331,7,4,0.545454545454545,0.5,TRUE,FALSE,3,4,TRUE,FALSE,FALSE
"9",8,"561ec90aed6e5a000fc7e8d3",4,-1,1,1,FALSE,2402,"win",0.4,9,3,-0.428571428571429,0.25,0.571428571428572,3,0.149171270718232,4.42857142857143,0.109467455621302,2,1,0.0909090909090909,0.2,FALSE,FALSE,-4,-1,FALSE,FALSE,FALSE
"10",9,"561ec90aed6e5a000fc7e8d3",3,-1,1,1,FALSE,2953,"win",0.4,10,4,-0.571428571428571,0.166666666666667,0.714285714285714,2.42857142857143,0.12707182320442,5,0.121301775147929,3,2,0,0.3,FALSE,FALSE,-3,-2,FALSE,FALSE,FALSE
"11",10,"561ec90aed6e5a000fc7e8d3",6,1,-1,-1,TRUE,3274,"loss",0.8,11,1,0.857142857142857,1,1,3.28571428571429,0.160220994475138,5.85714285714286,0.13905325443787,8,1,0.272727272727273,0.2,FALSE,FALSE,6,1,TRUE,FALSE,TRUE
"12",11,"561ec90aed6e5a000fc7e8d3",4,-1,1,-1,FALSE,2428,"win",0.4,12,3,-0.428571428571429,0.25,0.571428571428572,2.85714285714286,0.143646408839779,6.28571428571429,0.14792899408284,4,1,0.0909090909090909,0.2,TRUE,TRUE,-4,-1,FALSE,TRUE,TRUE
"13",12,"561ec90aed6e5a000fc7e8d3",2,1,1,1,FALSE,3185,"tie",0.4,13,5,0.285714285714286,0.666666666666667,0.428571428571429,3.14285714285714,0.154696132596685,6.57142857142857,0.153846153846154,9,1,0.272727272727273,0.2,TRUE,FALSE,2,1,FALSE,FALSE,FALSE
"14",13,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2768,"tie",0.6,14,2,0.714285714285714,0.916666666666667,0.857142857142857,3.85714285714286,0.18232044198895,7.28571428571429,0.168639053254438,10,2,0.363636363636364,0.3,FALSE,TRUE,5,2,TRUE,TRUE,TRUE
"15",14,"561ec90aed6e5a000fc7e8d3",6,1,1,-1,TRUE,3785,"tie",1,15,1,0.857142857142857,1,1,4.71428571428572,0.215469613259669,8.14285714285714,0.186390532544379,11,3,0.454545454545455,0.4,FALSE,TRUE,6,3,TRUE,TRUE,TRUE
"16",15,"561ec90aed6e5a000fc7e8d3",5,1,1,1,FALSE,2396,"tie",0.6,16,2,0.714285714285714,0.916666666666667,0.857142857142857,5.42857142857143,0.243093922651934,8.85714285714286,0.201183431952663,12,4,0.545454545454545,0.5,TRUE,FALSE,5,4,FALSE,FALSE,FALSE
"17",16,"561ec90aed6e5a000fc7e8d3",6,1,1,-1,TRUE,2316,"tie",1,17,1,0.857142857142857,1,1,6.28571428571429,0.276243093922652,9.71428571428572,0.218934911242604,13,5,0.636363636363636,0.6,FALSE,TRUE,6,5,TRUE,TRUE,TRUE
"18",17,"561ec90aed6e5a000fc7e8d3",4,1,1,-1,FALSE,2896,"tie",0.6,18,3,0.571428571428571,0.833333333333333,0.714285714285714,6.85714285714286,0.298342541436464,10.2857142857143,0.230769230769231,14,6,0.727272727272727,0.7,FALSE,TRUE,4,6,FALSE,TRUE,TRUE
"19",18,"561ec90aed6e5a000fc7e8d3",3,-1,1,1,FALSE,2146,"win",0.4,19,4,-0.571428571428571,0.166666666666667,0.714285714285714,6.28571428571429,0.276243093922652,10.8571428571429,0.242603550295858,5,1,0.0909090909090909,0.2,FALSE,FALSE,-3,-1,FALSE,FALSE,FALSE
"20",19,"561ec90aed6e5a000fc7e8d3",5,-1,1,-1,FALSE,2690,"win",0.4,20,2,-0.285714285714286,0.333333333333333,0.428571428571429,6,0.265193370165746,11.1428571428571,0.248520710059172,6,2,0,0.3,TRUE,TRUE,-5,-2,FALSE,TRUE,TRUE
"21",20,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2812,"tie",0.6,21,2,0.714285714285714,0.916666666666667,0.857142857142857,6.71428571428572,0.292817679558011,11.8571428571429,0.263313609467456,15,1,0.272727272727273,0.2,FALSE,TRUE,5,1,TRUE,TRUE,TRUE
"22",21,"561ec90aed6e5a000fc7e8d3",2,1,1,1,FALSE,2362,"tie",0.2,22,5,0.285714285714286,0.666666666666667,0.428571428571429,7,0.303867403314917,12.1428571428571,0.269230769230769,16,2,0.363636363636364,0.3,TRUE,FALSE,2,2,FALSE,FALSE,FALSE
"23",22,"561ec90aed6e5a000fc7e8d3",4,1,1,1,TRUE,2689,"tie",0.6,23,3,0.571428571428571,0.833333333333333,0.714285714285714,7.57142857142857,0.325966850828729,12.7142857142857,0.281065088757396,17,3,0.454545454545455,0.4,TRUE,FALSE,4,3,TRUE,FALSE,FALSE
"24",23,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2265,"tie",0.8,24,2,0.714285714285714,0.916666666666667,0.857142857142857,8.28571428571429,0.353591160220995,13.4285714285714,0.29585798816568,18,4,0.545454545454545,0.5,FALSE,TRUE,5,4,TRUE,TRUE,TRUE
"25",24,"561ec90aed6e5a000fc7e8d3",6,1,1,-1,TRUE,2314,"tie",1,25,1,0.857142857142857,1,1,9.14285714285714,0.386740331491713,14.2857142857143,0.313609467455621,19,5,0.636363636363636,0.6,FALSE,TRUE,6,5,TRUE,TRUE,TRUE
"26",25,"561ec90aed6e5a000fc7e8d3",1,1,1,1,FALSE,2546,"tie",0.2,26,6,0.142857142857143,0.583333333333333,0.285714285714286,9.28571428571429,0.392265193370166,14.4285714285714,0.316568047337278,20,6,0.727272727272727,0.7,TRUE,FALSE,1,6,FALSE,FALSE,FALSE
"27",26,"561ec90aed6e5a000fc7e8d3",6,1,1,1,TRUE,2400,"tie",0.8,27,1,0.857142857142857,1,1,10.1428571428571,0.425414364640884,15.2857142857143,0.334319526627219,21,7,0.818181818181818,0.8,TRUE,FALSE,6,7,TRUE,FALSE,FALSE
"28",27,"561ec90aed6e5a000fc7e8d3",3,1,1,-1,FALSE,2210,"tie",0.4,28,4,0.428571428571429,0.75,0.571428571428572,10.5714285714286,0.441988950276243,15.7142857142857,0.343195266272189,22,8,0.909090909090909,0.9,FALSE,TRUE,3,8,FALSE,TRUE,TRUE
"29",28,"561ec90aed6e5a000fc7e8d3",6,1,1,-1,TRUE,2339,"tie",0.6,29,1,0.857142857142857,1,1,11.4285714285714,0.475138121546962,16.5714285714286,0.36094674556213,23,9,1,1,FALSE,TRUE,6,9,TRUE,TRUE,TRUE
"30",29,"561ec90aed6e5a000fc7e8d3",4,-1,1,-1,FALSE,2530,"win",0.4,30,3,-0.428571428571429,0.25,0.571428571428572,11,0.458563535911602,17,0.369822485207101,7,1,0.0909090909090909,0.2,TRUE,TRUE,-4,-1,FALSE,TRUE,TRUE
"31",30,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2521,"tie",0.6,31,2,0.714285714285714,0.916666666666667,0.857142857142857,11.7142857142857,0.486187845303867,17.7142857142857,0.384615384615385,24,1,0.272727272727273,0.2,FALSE,TRUE,5,1,TRUE,TRUE,TRUE
"32",31,"561ec90aed6e5a000fc7e8d3",1,1,1,1,FALSE,2442,"tie",0.2,32,6,0.142857142857143,0.583333333333333,0.285714285714286,11.8571428571429,0.491712707182321,17.8571428571429,0.387573964497041,25,2,0.363636363636364,0.3,TRUE,FALSE,1,2,FALSE,FALSE,FALSE
"33",32,"561ec90aed6e5a000fc7e8d3",6,-1,1,-1,FALSE,2339,"win",0.2,33,1,-0.142857142857143,0.416666666666667,0.285714285714286,11.7142857142857,0.486187845303867,18,0.390532544378698,8,1,0.0909090909090909,0.2,TRUE,TRUE,-6,-1,FALSE,TRUE,TRUE
"34",33,"561ec90aed6e5a000fc7e8d3",5,1,1,1,TRUE,2475,"tie",0.6,34,2,0.714285714285714,0.916666666666667,0.857142857142857,12.4285714285714,0.513812154696133,18.7142857142857,0.405325443786982,26,1,0.272727272727273,0.2,TRUE,FALSE,5,1,TRUE,FALSE,FALSE
"35",34,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2217,"tie",0.6,35,2,0.714285714285714,0.916666666666667,0.857142857142857,13.1428571428571,0.541436464088398,19.4285714285714,0.420118343195266,27,2,0.363636363636364,0.3,FALSE,TRUE,5,2,TRUE,TRUE,TRUE
"36",35,"561ec90aed6e5a000fc7e8d3",2,-1,1,-1,TRUE,2147,"win",0.2,36,5,-0.714285714285714,0.0833333333333334,0.857142857142857,12.4285714285714,0.513812154696133,20.1428571428571,0.43491124260355,9,1,0.0909090909090909,0.2,TRUE,TRUE,-2,-1,TRUE,TRUE,TRUE
"37",36,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2184,"tie",0.6,37,2,0.714285714285714,0.916666666666667,0.857142857142857,13.1428571428571,0.541436464088398,20.8571428571429,0.449704142011834,28,1,0.272727272727273,0.2,FALSE,TRUE,5,1,TRUE,TRUE,TRUE
"38",37,"561ec90aed6e5a000fc7e8d3",2,1,1,-1,FALSE,4388,"tie",0.4,38,5,0.285714285714286,0.666666666666667,0.428571428571429,13.4285714285714,0.552486187845304,21.1428571428571,0.455621301775148,29,2,0.363636363636364,0.3,FALSE,TRUE,2,2,FALSE,TRUE,TRUE
"39",38,"561ec90aed6e5a000fc7e8d3",2,-1,1,1,FALSE,2690,"win",0.4,39,5,-0.714285714285714,0.0833333333333334,0.857142857142857,12.7142857142857,0.524861878453039,21.8571428571429,0.470414201183432,10,1,0.0909090909090909,0.2,FALSE,FALSE,-2,-1,FALSE,FALSE,FALSE
"40",39,"561ec90aed6e5a000fc7e8d3",5,1,1,1,TRUE,5018,"tie",0.4,40,2,0.714285714285714,0.916666666666667,0.857142857142857,13.4285714285714,0.552486187845304,22.5714285714286,0.485207100591716,30,1,0.272727272727273,0.2,TRUE,FALSE,5,1,TRUE,FALSE,FALSE
"41",40,"561ec90aed6e5a000fc7e8d3",6,1,1,1,TRUE,2503,"tie",0.8,41,1,0.857142857142857,1,1,14.2857142857143,0.585635359116022,23.4285714285714,0.502958579881657,31,2,0.363636363636364,0.3,TRUE,FALSE,6,2,TRUE,FALSE,FALSE
"42",41,"561ec90aed6e5a000fc7e8d3",1,1,1,1,TRUE,90464,"tie",0.4,42,6,0.142857142857143,0.583333333333333,0.285714285714286,14.4285714285714,0.591160220994475,23.5714285714286,0.505917159763314,32,3,0.454545454545455,0.4,TRUE,FALSE,1,3,TRUE,FALSE,FALSE
"43",42,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2361,"tie",0.6,43,2,0.714285714285714,0.916666666666667,0.857142857142857,15.1428571428571,0.61878453038674,24.2857142857143,0.520710059171598,33,4,0.545454545454545,0.5,FALSE,TRUE,5,4,TRUE,TRUE,TRUE
"44",43,"561ec90aed6e5a000fc7e8d3",1,1,1,1,FALSE,3552,"tie",0.2,44,6,0.142857142857143,0.583333333333333,0.285714285714286,15.2857142857143,0.624309392265193,24.4285714285714,0.523668639053254,34,5,0.636363636363636,0.6,TRUE,FALSE,1,5,FALSE,FALSE,FALSE
"45",44,"561ec90aed6e5a000fc7e8d3",5,-1,1,1,FALSE,369149,"win",0.4,45,2,-0.285714285714286,0.333333333333333,0.428571428571429,15,0.613259668508287,24.7142857142857,0.529585798816568,11,1,0.0909090909090909,0.2,FALSE,FALSE,-5,-1,FALSE,FALSE,FALSE
"46",45,"561ec90aed6e5a000fc7e8d3",5,-1,1,-1,FALSE,2337,"win",0.4,46,2,-0.285714285714286,0.333333333333333,0.428571428571429,14.7142857142857,0.602209944751381,25,0.535502958579882,12,2,0,0.3,TRUE,TRUE,-5,-2,FALSE,TRUE,TRUE
"47",46,"561ec90aed6e5a000fc7e8d3",2,1,1,1,FALSE,2440,"tie",0.4,47,5,0.285714285714286,0.666666666666667,0.428571428571429,15,0.613259668508287,25.2857142857143,0.541420118343195,35,1,0.272727272727273,0.2,TRUE,FALSE,2,1,FALSE,FALSE,FALSE
"48",47,"561ec90aed6e5a000fc7e8d3",6,1,1,-1,FALSE,90955,"tie",0.4,48,1,0.857142857142857,1,1,15.8571428571429,0.646408839779006,26.1428571428571,0.559171597633136,36,2,0.363636363636364,0.3,FALSE,TRUE,6,2,FALSE,TRUE,TRUE
"49",48,"561ec90aed6e5a000fc7e8d3",5,-1,1,-1,TRUE,4003,"win",0.4,49,2,-0.285714285714286,0.333333333333333,0.428571428571429,15.5714285714286,0.635359116022099,26.4285714285714,0.56508875739645,13,1,0.0909090909090909,0.2,TRUE,TRUE,-5,-1,TRUE,TRUE,TRUE
"50",49,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,69825,"tie",0.4,50,2,0.714285714285714,0.916666666666667,0.857142857142857,16.2857142857143,0.662983425414365,27.1428571428571,0.579881656804734,37,1,0.272727272727273,0.2,FALSE,TRUE,5,1,TRUE,TRUE,TRUE
"51",50,"561ec90aed6e5a000fc7e8d3",5,1,1,1,TRUE,2865,"tie",0.4,51,2,0.714285714285714,0.916666666666667,0.857142857142857,17,0.69060773480663,27.8571428571429,0.594674556213018,38,2,0.363636363636364,0.3,TRUE,FALSE,5,2,TRUE,FALSE,FALSE
"52",51,"561ec90aed6e5a000fc7e8d3",1,-1,1,1,TRUE,4973,"win",0.2,52,6,-0.857142857142857,0,1,16.1428571428571,0.657458563535912,28.7142857142857,0.612426035502959,14,1,0.0909090909090909,0.2,FALSE,FALSE,-1,-1,TRUE,FALSE,FALSE
"53",52,"561ec90aed6e5a000fc7e8d3",4,-1,1,-1,TRUE,8687,"win",0.4,53,3,-0.428571428571429,0.25,0.571428571428572,15.7142857142857,0.640883977900553,29.1428571428571,0.621301775147929,15,2,0,0.3,TRUE,TRUE,-4,-2,TRUE,TRUE,TRUE
"54",53,"561ec90aed6e5a000fc7e8d3",1,1,1,-1,FALSE,2156,"tie",0.2,54,6,0.142857142857143,0.583333333333333,0.285714285714286,15.8571428571429,0.646408839779006,29.2857142857143,0.624260355029586,39,1,0.272727272727273,0.2,FALSE,TRUE,1,1,FALSE,TRUE,TRUE
"55",54,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,FALSE,3480,"tie",0.4,55,2,0.714285714285714,0.916666666666667,0.857142857142857,16.5714285714286,0.674033149171271,30,0.63905325443787,40,2,0.363636363636364,0.3,FALSE,TRUE,5,2,FALSE,TRUE,TRUE
"56",55,"561ec90aed6e5a000fc7e8d3",3,1,1,1,TRUE,71271,"tie",0.2,56,4,0.428571428571429,0.75,0.571428571428572,17,0.69060773480663,30.4285714285714,0.64792899408284,41,3,0.454545454545455,0.4,TRUE,FALSE,3,3,TRUE,FALSE,FALSE
"57",56,"561ec90aed6e5a000fc7e8d3",4,1,-1,-1,FALSE,2932,"loss",0.8,57,3,0.571428571428571,0.833333333333333,0.714285714285714,17.5714285714286,0.712707182320442,31,0.659763313609467,42,4,0.545454545454545,0.5,FALSE,FALSE,4,4,FALSE,FALSE,TRUE
"58",57,"561ec90aed6e5a000fc7e8d3",6,1,1,-1,FALSE,2250,"tie",1,58,1,0.857142857142857,1,1,18.4285714285714,0.74585635359116,31.8571428571429,0.677514792899408,43,5,0.636363636363636,0.6,FALSE,TRUE,6,5,FALSE,TRUE,TRUE
"59",58,"561ec90aed6e5a000fc7e8d3",3,1,1,1,FALSE,3038,"tie",0.4,59,4,0.428571428571429,0.75,0.571428571428572,18.8571428571429,0.762430939226519,32.2857142857143,0.686390532544379,44,6,0.727272727272727,0.7,TRUE,FALSE,3,6,FALSE,FALSE,FALSE
"60",59,"561ec90aed6e5a000fc7e8d3",1,-1,1,1,FALSE,4501,"win",0.4,60,6,-0.857142857142857,0,1,18,0.729281767955801,33.1428571428571,0.704142011834319,16,1,0.0909090909090909,0.2,FALSE,FALSE,-1,-1,FALSE,FALSE,FALSE
"61",60,"561ec90aed6e5a000fc7e8d3",2,1,1,1,FALSE,279604,"tie",0.4,61,5,0.285714285714286,0.666666666666667,0.428571428571429,18.2857142857143,0.740331491712707,33.4285714285714,0.710059171597633,45,1,0.272727272727273,0.2,TRUE,FALSE,2,1,FALSE,FALSE,FALSE
"62",61,"561ec90aed6e5a000fc7e8d3",5,1,1,1,FALSE,2610,"tie",0.4,62,2,0.714285714285714,0.916666666666667,0.857142857142857,19,0.767955801104972,34.1428571428571,0.724852071005917,46,2,0.363636363636364,0.3,TRUE,FALSE,5,2,FALSE,FALSE,FALSE
"63",62,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2353,"tie",0.6,63,2,0.714285714285714,0.916666666666667,0.857142857142857,19.7142857142857,0.795580110497238,34.8571428571429,0.739644970414201,47,3,0.454545454545455,0.4,FALSE,TRUE,5,3,TRUE,TRUE,TRUE
"64",63,"561ec90aed6e5a000fc7e8d3",6,1,1,-1,TRUE,2218,"tie",0.8,64,1,0.857142857142857,1,1,20.5714285714286,0.828729281767956,35.7142857142857,0.757396449704142,48,4,0.545454545454545,0.5,FALSE,TRUE,6,4,TRUE,TRUE,TRUE
"65",64,"561ec90aed6e5a000fc7e8d3",2,1,1,1,TRUE,239435,"tie",0.6,65,5,0.285714285714286,0.666666666666667,0.428571428571429,20.8571428571429,0.839779005524862,36,0.763313609467455,49,5,0.636363636363636,0.6,TRUE,FALSE,2,5,TRUE,FALSE,FALSE
"66",65,"561ec90aed6e5a000fc7e8d3",4,1,1,-1,FALSE,2291,"tie",0.6,66,3,0.571428571428571,0.833333333333333,0.714285714285714,21.4285714285714,0.861878453038674,36.5714285714286,0.775147928994083,50,6,0.727272727272727,0.7,FALSE,TRUE,4,6,FALSE,TRUE,TRUE
"67",66,"561ec90aed6e5a000fc7e8d3",3,1,1,-1,TRUE,3087,"tie",0.4,67,4,0.428571428571429,0.75,0.571428571428572,21.8571428571429,0.878453038674033,37,0.784023668639053,51,7,0.818181818181818,0.8,FALSE,TRUE,3,7,TRUE,TRUE,TRUE
"68",67,"561ec90aed6e5a000fc7e8d3",2,1,1,1,FALSE,4573,"tie",0.2,68,5,0.285714285714286,0.666666666666667,0.428571428571429,22.1428571428571,0.889502762430939,37.2857142857143,0.789940828402367,52,8,0.909090909090909,0.9,TRUE,FALSE,2,8,FALSE,FALSE,FALSE
"69",68,"561ec90aed6e5a000fc7e8d3",4,-1,1,-1,FALSE,2769,"win",0.4,69,3,-0.428571428571429,0.25,0.571428571428572,21.7142857142857,0.87292817679558,37.7142857142857,0.798816568047337,17,1,0.0909090909090909,0.2,TRUE,TRUE,-4,-1,FALSE,TRUE,TRUE
"70",69,"561ec90aed6e5a000fc7e8d3",1,-1,1,-1,FALSE,2877,"win",0.2,70,6,-0.857142857142857,0,1,20.8571428571429,0.839779005524862,38.5714285714286,0.816568047337278,18,2,0,0.3,TRUE,TRUE,-1,-2,FALSE,TRUE,TRUE
"71",70,"561ec90aed6e5a000fc7e8d3",3,1,1,-1,TRUE,2538,"tie",0.4,71,4,0.428571428571429,0.75,0.571428571428572,21.2857142857143,0.856353591160221,39,0.825443786982248,53,1,0.272727272727273,0.2,FALSE,TRUE,3,1,TRUE,TRUE,TRUE
"72",71,"561ec90aed6e5a000fc7e8d3",5,-1,1,-1,TRUE,2628,"win",0.2,72,2,-0.285714285714286,0.333333333333333,0.428571428571429,21,0.845303867403315,39.2857142857143,0.831360946745562,19,1,0.0909090909090909,0.2,TRUE,TRUE,-5,-1,TRUE,TRUE,TRUE
"73",72,"561ec90aed6e5a000fc7e8d3",4,1,1,-1,TRUE,2238,"tie",0.4,73,3,0.571428571428571,0.833333333333333,0.714285714285714,21.5714285714286,0.867403314917127,39.8571428571429,0.843195266272189,54,1,0.272727272727273,0.2,FALSE,TRUE,4,1,TRUE,TRUE,TRUE
"74",73,"561ec90aed6e5a000fc7e8d3",1,1,1,1,FALSE,2648,"tie",0.2,74,6,0.142857142857143,0.583333333333333,0.285714285714286,21.7142857142857,0.87292817679558,40,0.846153846153846,55,2,0.363636363636364,0.3,TRUE,FALSE,1,2,FALSE,FALSE,FALSE
"75",74,"561ec90aed6e5a000fc7e8d3",6,-1,1,-1,FALSE,2329,"win",0.2,75,1,-0.142857142857143,0.416666666666667,0.285714285714286,21.5714285714286,0.867403314917127,40.1428571428571,0.849112426035503,20,1,0.0909090909090909,0.2,TRUE,TRUE,-6,-1,FALSE,TRUE,TRUE
"76",75,"561ec90aed6e5a000fc7e8d3",1,-1,1,1,FALSE,7691,"win",0.2,76,6,-0.857142857142857,0,1,20.7142857142857,0.834254143646409,41,0.866863905325444,21,2,0,0.3,FALSE,FALSE,-1,-2,FALSE,FALSE,FALSE
"77",76,"561ec90aed6e5a000fc7e8d3",3,1,1,1,FALSE,3111,"tie",0.2,77,4,0.428571428571429,0.75,0.571428571428572,21.1428571428571,0.850828729281768,41.4285714285714,0.875739644970414,56,1,0.272727272727273,0.2,TRUE,FALSE,3,1,FALSE,FALSE,FALSE
"78",77,"561ec90aed6e5a000fc7e8d3",2,1,1,1,FALSE,2768,"tie",0.4,78,5,0.285714285714286,0.666666666666667,0.428571428571429,21.4285714285714,0.861878453038674,41.7142857142857,0.881656804733728,57,2,0.363636363636364,0.3,TRUE,FALSE,2,2,FALSE,FALSE,FALSE
"79",78,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2498,"tie",0.6,79,2,0.714285714285714,0.916666666666667,0.857142857142857,22.1428571428571,0.889502762430939,42.4285714285714,0.896449704142012,58,3,0.454545454545455,0.4,FALSE,TRUE,5,3,TRUE,TRUE,TRUE
"80",79,"561ec90aed6e5a000fc7e8d3",1,1,1,1,TRUE,2485,"tie",0.2,80,6,0.142857142857143,0.583333333333333,0.285714285714286,22.2857142857143,0.895027624309392,42.5714285714286,0.899408284023669,59,4,0.545454545454545,0.5,TRUE,FALSE,1,4,TRUE,FALSE,FALSE
"81",80,"561ec90aed6e5a000fc7e8d3",2,1,1,-1,FALSE,2932,"tie",0.2,81,5,0.285714285714286,0.666666666666667,0.428571428571429,22.5714285714286,0.906077348066298,42.8571428571429,0.905325443786982,60,5,0.636363636363636,0.6,FALSE,TRUE,2,5,FALSE,TRUE,TRUE
"82",81,"561ec90aed6e5a000fc7e8d3",6,1,1,-1,TRUE,2410,"tie",0.8,82,1,0.857142857142857,1,1,23.4285714285714,0.939226519337017,43.7142857142857,0.923076923076923,61,6,0.727272727272727,0.7,FALSE,TRUE,6,6,TRUE,TRUE,TRUE
"83",82,"561ec90aed6e5a000fc7e8d3",4,1,1,1,TRUE,2219,"tie",0.6,83,3,0.571428571428571,0.833333333333333,0.714285714285714,24,0.961325966850829,44.2857142857143,0.93491124260355,62,7,0.818181818181818,0.8,TRUE,FALSE,4,7,TRUE,FALSE,FALSE
"84",83,"561ec90aed6e5a000fc7e8d3",3,1,1,1,TRUE,3255,"tie",0.2,84,4,0.428571428571429,0.75,0.571428571428572,24.4285714285714,0.977900552486188,44.7142857142857,0.943786982248521,63,8,0.909090909090909,0.9,TRUE,FALSE,3,8,TRUE,FALSE,FALSE
"85",84,"561ec90aed6e5a000fc7e8d3",1,1,1,1,FALSE,2315,"tie",0.2,85,6,0.142857142857143,0.583333333333333,0.285714285714286,24.5714285714286,0.983425414364641,44.8571428571429,0.946745562130177,64,9,1,1,TRUE,FALSE,1,9,FALSE,FALSE,FALSE
"86",85,"561ec90aed6e5a000fc7e8d3",4,-1,1,-1,FALSE,3392,"win",0.2,86,3,-0.428571428571429,0.25,0.571428571428572,24.1428571428571,0.966850828729282,45.2857142857143,0.955621301775148,22,1,0.0909090909090909,0.2,TRUE,TRUE,-4,-1,FALSE,TRUE,TRUE
"87",86,"561ec90aed6e5a000fc7e8d3",5,1,1,-1,TRUE,2739,"tie",0.4,87,2,0.714285714285714,0.916666666666667,0.857142857142857,24.8571428571429,0.994475138121547,46,0.970414201183432,65,1,0.272727272727273,0.2,FALSE,TRUE,5,1,TRUE,TRUE,TRUE
"88",87,"561ec90aed6e5a000fc7e8d3",1,1,1,1,TRUE,2298,"tie",0.2,88,6,0.142857142857143,0.583333333333333,0.285714285714286,25,1,46.1428571428572,0.973372781065089,66,2,0.363636363636364,0.3,TRUE,FALSE,1,2,TRUE,FALSE,FALSE
"89",88,"561ec90aed6e5a000fc7e8d3",2,-1,1,1,TRUE,2157,"win",0.2,89,5,-0.714285714285714,0.0833333333333334,0.857142857142857,24.2857142857143,0.972375690607735,46.8571428571429,0.988165680473373,23,1,0.0909090909090909,0.2,FALSE,FALSE,-2,-1,TRUE,FALSE,FALSE
"90",89,"561ec90aed6e5a000fc7e8d3",4,1,1,1,FALSE,2862,"tie",0.4,90,3,0.571428571428571,0.833333333333333,0.714285714285714,24.8571428571429,0.994475138121547,47.4285714285714,1,67,1,0.272727272727273,0.2,TRUE,FALSE,4,1,FALSE,FALSE,FALSE
"91",0,"5766d657c8d7b400013782da",6,1,-1,-1,FALSE,3659,"loss",0.4,1,1,0.857142857142857,1,1,0.857142857142857,0.052863436123348,0.857142857142857,0.0343839541547278,1,1,0.235294117647059,0.133333333333333,FALSE,FALSE,6,1,FALSE,FALSE,TRUE
