"","index","PID","n_red","outcome","col_reported","col_picked","pp_lied","RT_rating","win_lose_tie","suspicion_rating","trial","n_blue","e_v","normed_signed_e_v","normed_unsigned_e_v","cs_signed_e_v","normed_cs_signed_e_v","cs_unsigned_e_v","normed_cs_unsigned_e_v","n_reported_colour_opp","n_consec_colour","normed_signed_colour_count","normed_unsigned_colour_count","outcome_same_as_pick","subject_lied","t_cond","signed_n_consec_colour","suspicion","lied","subj_red_pick"
"4539",38,"5f3d6f7010ad88124f3906e2",2,1,1,1,TRUE,3736,"tie",0.2,39,5,0.285714285714286,0.666666666666667,0.428571428571429,14,0.515463917525773,18.8571428571429,0.43042071197411,30,1,0.230769230769231,0.166666666666667,TRUE,FALSE,2,1,TRUE,FALSE,FALSE
"4540",39,"5f3d6f7010ad88124f3906e2",2,-1,1,1,TRUE,3760,"win",0,40,5,-0.714285714285714,0.0833333333333334,0.857142857142857,13.2857142857143,0.489690721649484,19.5714285714286,0.446601941747573,10,1,0.0769230769230769,0.166666666666667,FALSE,FALSE,-2,-1,TRUE,FALSE,FALSE
"4541",40,"5f3d6f7010ad88124f3906e2",6,1,1,-1,TRUE,9210,"tie",0.8,41,1,0.857142857142857,1,1,14.1428571428571,0.520618556701031,20.4285714285714,0.466019417475728,31,1,0.230769230769231,0.166666666666667,FALSE,TRUE,6,1,TRUE,TRUE,TRUE
"4542",41,"5f3d6f7010ad88124f3906e2",1,-1,1,1,TRUE,6324,"win",0.4,42,6,-0.857142857142857,0,1,13.2857142857143,0.489690721649484,21.2857142857143,0.485436893203883,11,1,0.0769230769230769,0.166666666666667,FALSE,FALSE,-1,-1,TRUE,FALSE,FALSE
"4543",42,"5f3d6f7010ad88124f3906e2",5,1,1,-1,FALSE,6740,"tie",0.6,43,2,0.714285714285714,0.916666666666667,0.857142857142857,14,0.515463917525773,22,0.501618122977346,32,1,0.230769230769231,0.166666666666667,FALSE,TRUE,5,1,FALSE,TRUE,TRUE
"4544",43,"5f3d6f7010ad88124f3906e2",2,1,1,1,TRUE,3505,"tie",0.2,44,5,0.285714285714286,0.666666666666667,0.428571428571429,14.2857142857143,0.525773195876288,22.2857142857143,0.508090614886731,33,2,0.307692307692308,0.25,TRUE,FALSE,2,2,TRUE,FALSE,FALSE
"4545",44,"5f3d6f7010ad88124f3906e2",2,1,1,1,FALSE,4154,"tie",0.2,45,5,0.285714285714286,0.666666666666667,0.428571428571429,14.5714285714286,0.536082474226804,22.5714285714286,0.514563106796116,34,3,0.384615384615385,0.333333333333333,TRUE,FALSE,2,3,FALSE,FALSE,FALSE
"4546",45,"5f3d6f7010ad88124f3906e2",2,1,1,-1,TRUE,9399,"tie",0.2,46,5,0.285714285714286,0.666666666666667,0.428571428571429,14.8571428571429,0.546391752577319,22.8571428571429,0.521035598705501,35,4,0.461538461538462,0.416666666666667,FALSE,TRUE,2,4,TRUE,TRUE,TRUE
"4547",46,"5f3d6f7010ad88124f3906e2",6,-1,1,-1,FALSE,8245,"win",0,47,1,-0.142857142857143,0.416666666666667,0.285714285714286,14.7142857142857,0.541237113402062,23,0.524271844660194,12,1,0.0769230769230769,0.166666666666667,TRUE,TRUE,-6,-1,FALSE,TRUE,TRUE
"4548",47,"5f3d6f7010ad88124f3906e2",5,-1,-1,-1,FALSE,4649,"tie",0,48,2,-0.285714285714286,0.333333333333333,0.428571428571429,14.4285714285714,0.530927835051546,23.2857142857143,0.530744336569579,13,2,0,0.25,TRUE,FALSE,-5,-2,FALSE,FALSE,TRUE
"4549",48,"5f3d6f7010ad88124f3906e2",5,1,1,-1,TRUE,15016,"tie",0.6,49,2,0.714285714285714,0.916666666666667,0.857142857142857,15.1428571428571,0.556701030927835,24,0.546925566343042,36,1,0.230769230769231,0.166666666666667,FALSE,TRUE,5,1,TRUE,TRUE,TRUE
"4550",49,"5f3d6f7010ad88124f3906e2",5,1,1,-1,TRUE,3149,"tie",0.6,50,2,0.714285714285714,0.916666666666667,0.857142857142857,15.8571428571429,0.582474226804123,24.7142857142857,0.563106796116504,37,2,0.307692307692308,0.25,FALSE,TRUE,5,2,TRUE,TRUE,TRUE
"4551",50,"5f3d6f7010ad88124f3906e2",4,1,-1,-1,TRUE,6216,"loss",0.2,51,3,0.571428571428571,0.833333333333333,0.714285714285714,16.4285714285714,0.603092783505154,25.2857142857143,0.576051779935275,38,3,0.384615384615385,0.333333333333333,FALSE,FALSE,4,3,TRUE,FALSE,TRUE
"4552",51,"5f3d6f7010ad88124f3906e2",5,1,1,1,TRUE,6160,"tie",0.8,52,2,0.714285714285714,0.916666666666667,0.857142857142857,17.1428571428571,0.628865979381443,26,0.592233009708737,39,4,0.461538461538462,0.416666666666667,TRUE,FALSE,5,4,TRUE,FALSE,FALSE
"4553",52,"5f3d6f7010ad88124f3906e2",2,1,1,1,FALSE,9779,"tie",0.2,53,5,0.285714285714286,0.666666666666667,0.428571428571429,17.4285714285714,0.639175257731958,26.2857142857143,0.598705501618123,40,5,0.538461538461538,0.5,TRUE,FALSE,2,5,FALSE,FALSE,FALSE
"4554",53,"5f3d6f7010ad88124f3906e2",6,1,1,-1,TRUE,5392,"tie",0.8,54,1,0.857142857142857,1,1,18.2857142857143,0.670103092783505,27.1428571428571,0.618122977346278,41,6,0.615384615384615,0.583333333333333,FALSE,TRUE,6,6,TRUE,TRUE,TRUE
"4555",54,"5f3d6f7010ad88124f3906e2",6,1,1,-1,TRUE,3276,"tie",0.8,55,1,0.857142857142857,1,1,19.1428571428571,0.701030927835051,28,0.637540453074433,42,7,0.692307692307692,0.666666666666667,FALSE,TRUE,6,7,TRUE,TRUE,TRUE
"4556",55,"5f3d6f7010ad88124f3906e2",6,1,1,-1,TRUE,4312,"tie",0.8,56,1,0.857142857142857,1,1,20,0.731958762886598,28.8571428571429,0.656957928802589,43,8,0.769230769230769,0.75,FALSE,TRUE,6,8,TRUE,TRUE,TRUE
"4557",56,"5f3d6f7010ad88124f3906e2",6,1,1,-1,TRUE,3757,"tie",0.8,57,1,0.857142857142857,1,1,20.8571428571429,0.762886597938144,29.7142857142857,0.676375404530744,44,9,0.846153846153846,0.833333333333333,FALSE,TRUE,6,9,TRUE,TRUE,TRUE
"4558",57,"5f3d6f7010ad88124f3906e2",4,1,-1,-1,TRUE,4385,"loss",0.4,58,3,0.571428571428571,0.833333333333333,0.714285714285714,21.4285714285714,0.783505154639175,30.2857142857143,0.689320388349514,45,10,0.923076923076923,0.916666666666667,FALSE,FALSE,4,10,TRUE,FALSE,TRUE
"4559",58,"5f3d6f7010ad88124f3906e2",6,-1,1,-1,FALSE,4494,"win",0,59,1,-0.142857142857143,0.416666666666667,0.285714285714286,21.2857142857143,0.778350515463917,30.4285714285714,0.692556634304207,14,1,0.0769230769230769,0.166666666666667,TRUE,TRUE,-6,-1,FALSE,TRUE,TRUE
"4560",59,"5f3d6f7010ad88124f3906e2",4,1,1,1,TRUE,3320,"tie",0.4,60,3,0.571428571428571,0.833333333333333,0.714285714285714,21.8571428571429,0.798969072164948,31,0.705501618122977,46,1,0.230769230769231,0.166666666666667,TRUE,FALSE,4,1,TRUE,FALSE,FALSE
"4561",60,"5f3d6f7010ad88124f3906e2",2,1,1,1,TRUE,5752,"tie",0.6,61,5,0.285714285714286,0.666666666666667,0.428571428571429,22.1428571428571,0.809278350515464,31.2857142857143,0.711974110032362,47,2,0.307692307692308,0.25,TRUE,FALSE,2,2,TRUE,FALSE,FALSE
"4562",61,"5f3d6f7010ad88124f3906e2",1,1,1,-1,FALSE,6465,"tie",0.2,62,6,0.142857142857143,0.583333333333333,0.285714285714286,22.2857142857143,0.814432989690721,31.4285714285714,0.715210355987055,48,3,0.384615384615385,0.333333333333333,FALSE,TRUE,1,3,FALSE,TRUE,TRUE
"4563",62,"5f3d6f7010ad88124f3906e2",1,1,1,-1,FALSE,7388,"tie",0.2,63,6,0.142857142857143,0.583333333333333,0.285714285714286,22.4285714285714,0.819587628865979,31.5714285714286,0.718446601941747,49,4,0.461538461538462,0.416666666666667,FALSE,TRUE,1,4,FALSE,TRUE,TRUE
"4564",63,"5f3d6f7010ad88124f3906e2",5,-1,1,-1,FALSE,5431,"win",0,64,2,-0.285714285714286,0.333333333333333,0.428571428571429,22.1428571428571,0.809278350515464,31.8571428571429,0.724919093851132,15,1,0.0769230769230769,0.166666666666667,TRUE,TRUE,-5,-1,FALSE,TRUE,TRUE
"4565",64,"5f3d6f7010ad88124f3906e2",5,1,-1,-1,TRUE,6499,"loss",0.8,65,2,0.714285714285714,0.916666666666667,0.857142857142857,22.8571428571429,0.835051546391752,32.5714285714286,0.741100323624595,50,1,0.230769230769231,0.166666666666667,FALSE,FALSE,5,1,TRUE,FALSE,TRUE
"4566",65,"5f3d6f7010ad88124f3906e2",3,-1,1,1,FALSE,4271,"win",0.2,66,4,-0.571428571428571,0.166666666666667,0.714285714285714,22.2857142857143,0.814432989690721,33.1428571428571,0.754045307443365,16,1,0.0769230769230769,0.166666666666667,FALSE,FALSE,-3,-1,FALSE,FALSE,FALSE
"4567",66,"5f3d6f7010ad88124f3906e2",4,1,-1,-1,TRUE,6057,"loss",0.6,67,3,0.571428571428571,0.833333333333333,0.714285714285714,22.8571428571429,0.835051546391752,33.7142857142857,0.766990291262136,51,1,0.230769230769231,0.166666666666667,FALSE,FALSE,4,1,TRUE,FALSE,TRUE
"4568",67,"5f3d6f7010ad88124f3906e2",6,-1,1,-1,FALSE,3679,"win",0,68,1,-0.142857142857143,0.416666666666667,0.285714285714286,22.7142857142857,0.829896907216495,33.8571428571429,0.770226537216828,17,1,0.0769230769230769,0.166666666666667,TRUE,TRUE,-6,-1,FALSE,TRUE,TRUE
"4569",68,"5f3d6f7010ad88124f3906e2",6,-1,1,-1,FALSE,3441,"win",0,69,1,-0.142857142857143,0.416666666666667,0.285714285714286,22.5714285714286,0.824742268041237,34,0.773462783171521,18,2,0,0.25,TRUE,TRUE,-6,-2,FALSE,TRUE,TRUE
"4570",69,"5f3d6f7010ad88124f3906e2",1,1,1,1,FALSE,4578,"tie",0.2,70,6,0.142857142857143,0.583333333333333,0.285714285714286,22.7142857142857,0.829896907216495,34.1428571428571,0.776699029126213,52,1,0.230769230769231,0.166666666666667,TRUE,FALSE,1,1,FALSE,FALSE,FALSE
"4571",70,"5f3d6f7010ad88124f3906e2",2,-1,1,1,FALSE,3302,"win",0.2,71,5,-0.714285714285714,0.0833333333333334,0.857142857142857,22,0.804123711340206,34.8571428571429,0.792880258899676,19,1,0.0769230769230769,0.166666666666667,FALSE,FALSE,-2,-1,FALSE,FALSE,FALSE
"4572",71,"5f3d6f7010ad88124f3906e2",5,1,1,1,TRUE,3170,"tie",0.6,72,2,0.714285714285714,0.916666666666667,0.857142857142857,22.7142857142857,0.829896907216495,35.5714285714286,0.809061488673139,53,1,0.230769230769231,0.166666666666667,TRUE,FALSE,5,1,TRUE,FALSE,FALSE
"4573",72,"5f3d6f7010ad88124f3906e2",1,1,1,1,FALSE,5029,"tie",0.2,73,6,0.142857142857143,0.583333333333333,0.285714285714286,22.8571428571429,0.835051546391752,35.7142857142857,0.812297734627832,54,2,0.307692307692308,0.25,TRUE,FALSE,1,2,FALSE,FALSE,FALSE
"4574",73,"5f3d6f7010ad88124f3906e2",6,1,-1,-1,FALSE,6792,"loss",0.8,74,1,0.857142857142857,1,1,23.7142857142857,0.865979381443299,36.5714285714286,0.831715210355987,55,3,0.384615384615385,0.333333333333333,FALSE,FALSE,6,3,FALSE,FALSE,TRUE
"4575",74,"5f3d6f7010ad88124f3906e2",1,1,1,1,FALSE,6018,"tie",0.2,75,6,0.142857142857143,0.583333333333333,0.285714285714286,23.8571428571429,0.871134020618556,36.7142857142857,0.83495145631068,56,4,0.461538461538462,0.416666666666667,TRUE,FALSE,1,4,FALSE,FALSE,FALSE
"4576",75,"5f3d6f7010ad88124f3906e2",5,-1,1,-1,FALSE,3194,"win",0,76,2,-0.285714285714286,0.333333333333333,0.428571428571429,23.5714285714286,0.860824742268041,37,0.841423948220065,20,1,0.0769230769230769,0.166666666666667,TRUE,TRUE,-5,-1,FALSE,TRUE,TRUE
"4577",76,"5f3d6f7010ad88124f3906e2",6,1,1,-1,TRUE,6494,"tie",0.6,77,1,0.857142857142857,1,1,24.4285714285714,0.891752577319587,37.8571428571429,0.86084142394822,57,1,0.230769230769231,0.166666666666667,FALSE,TRUE,6,1,TRUE,TRUE,TRUE
"4578",77,"5f3d6f7010ad88124f3906e2",6,-1,1,-1,FALSE,6456,"win",0,78,1,-0.142857142857143,0.416666666666667,0.285714285714286,24.2857142857143,0.88659793814433,38,0.864077669902912,21,1,0.0769230769230769,0.166666666666667,TRUE,TRUE,-6,-1,FALSE,TRUE,TRUE
"4579",78,"5f3d6f7010ad88124f3906e2",4,1,1,-1,TRUE,4727,"tie",0.2,79,3,0.571428571428571,0.833333333333333,0.714285714285714,24.8571428571429,0.907216494845361,38.5714285714286,0.877022653721683,58,1,0.230769230769231,0.166666666666667,FALSE,TRUE,4,1,TRUE,TRUE,TRUE
"4580",79,"5f3d6f7010ad88124f3906e2",5,1,1,-1,TRUE,7719,"tie",0.8,80,2,0.714285714285714,0.916666666666667,0.857142857142857,25.5714285714286,0.932989690721649,39.2857142857143,0.893203883495145,59,2,0.307692307692308,0.25,FALSE,TRUE,5,2,TRUE,TRUE,TRUE
"4581",80,"5f3d6f7010ad88124f3906e2",6,-1,1,-1,FALSE,6566,"win",0,81,1,-0.142857142857143,0.416666666666667,0.285714285714286,25.4285714285714,0.927835051546392,39.4285714285714,0.896440129449838,22,1,0.0769230769230769,0.166666666666667,TRUE,TRUE,-6,-1,FALSE,TRUE,TRUE
"4582",81,"5f3d6f7010ad88124f3906e2",5,1,1,-1,FALSE,4865,"tie",0.8,82,2,0.714285714285714,0.916666666666667,0.857142857142857,26.1428571428572,0.95360824742268,40.1428571428572,0.912621359223301,60,1,0.230769230769231,0.166666666666667,FALSE,TRUE,5,1,FALSE,TRUE,TRUE
"4583",82,"5f3d6f7010ad88124f3906e2",5,1,1,1,TRUE,3332,"tie",0.8,83,2,0.714285714285714,0.916666666666667,0.857142857142857,26.8571428571429,0.979381443298969,40.8571428571429,0.928802588996764,61,2,0.307692307692308,0.25,TRUE,FALSE,5,2,TRUE,FALSE,FALSE
"4584",83,"5f3d6f7010ad88124f3906e2",4,1,-1,-1,TRUE,10298,"loss",0.4,84,3,0.571428571428571,0.833333333333333,0.714285714285714,27.4285714285714,1,41.4285714285714,0.941747572815534,62,3,0.384615384615385,0.333333333333333,FALSE,FALSE,4,3,TRUE,FALSE,TRUE
"4585",84,"5f3d6f7010ad88124f3906e2",2,-1,1,1,FALSE,3818,"win",0.2,85,5,-0.714285714285714,0.0833333333333334,0.857142857142857,26.7142857142857,0.974226804123711,42.1428571428572,0.957928802588997,23,1,0.0769230769230769,0.166666666666667,FALSE,FALSE,-2,-1,FALSE,FALSE,FALSE
"4586",85,"5f3d6f7010ad88124f3906e2",1,1,1,1,FALSE,3592,"tie",0.2,86,6,0.142857142857143,0.583333333333333,0.285714285714286,26.8571428571429,0.979381443298969,42.2857142857143,0.961165048543689,63,1,0.230769230769231,0.166666666666667,TRUE,FALSE,1,1,FALSE,FALSE,FALSE
"4587",86,"5f3d6f7010ad88124f3906e2",3,-1,1,-1,TRUE,3722,"win",0,87,4,-0.571428571428571,0.166666666666667,0.714285714285714,26.2857142857143,0.958762886597938,42.8571428571429,0.97411003236246,24,1,0.0769230769230769,0.166666666666667,TRUE,TRUE,-3,-1,TRUE,TRUE,TRUE
"4588",87,"5f3d6f7010ad88124f3906e2",1,1,1,1,TRUE,3482,"tie",0.2,88,6,0.142857142857143,0.583333333333333,0.285714285714286,26.4285714285714,0.963917525773196,43,0.977346278317152,64,1,0.230769230769231,0.166666666666667,TRUE,FALSE,1,1,TRUE,FALSE,FALSE
"4589",88,"5f3d6f7010ad88124f3906e2",1,1,1,1,FALSE,6476,"tie",0.2,89,6,0.142857142857143,0.583333333333333,0.285714285714286,26.5714285714286,0.969072164948453,43.1428571428572,0.980582524271845,65,2,0.307692307692308,0.25,TRUE,FALSE,1,2,FALSE,FALSE,FALSE
"4590",89,"5f3d6f7010ad88124f3906e2",6,1,1,1,TRUE,3317,"tie",0.8,90,1,0.857142857142857,1,1,27.4285714285714,1,44,1,66,3,0.384615384615385,0.333333333333333,TRUE,FALSE,6,3,TRUE,FALSE,FALSE
"4591",0,"5f4cfa7d6a1d1208290ad728",4,-1,-1,-1,FALSE,4785,"tie",0.2,1,3,-0.428571428571429,0.25,0.571428571428572,-0.428571428571429,0,0.428571428571429,0.019672131147541,1,1,0.105263157894737,0.117647058823529,TRUE,FALSE,-4,-1,FALSE,FALSE,TRUE
"4592",1,"5f4cfa7d6a1d1208290ad728",1,1,1,1,FALSE,2906,"tie",0.4,2,6,0.142857142857143,0.583333333333333,0.285714285714286,-0.285714285714286,0.00478468899521531,0.571428571428572,0.0229508196721311,1,1,0.210526315789474,0.117647058823529,TRUE,FALSE,1,1,FALSE,FALSE,FALSE
"4593",2,"5f4cfa7d6a1d1208290ad728",4,1,1,-1,TRUE,2398,"tie",1,3,3,0.571428571428571,0.833333333333333,0.714285714285714,0.285714285714286,0.0239234449760765,1.14285714285714,0.0360655737704918,2,2,0.263157894736842,0.176470588235294,FALSE,TRUE,4,2,TRUE,TRUE,TRUE
"4594",3,"5f4cfa7d6a1d1208290ad728",2,1,1,-1,TRUE,3161,"tie",1,4,5,0.285714285714286,0.666666666666667,0.428571428571429,0.571428571428571,0.0334928229665072,1.42857142857143,0.0426229508196721,3,3,0.315789473684211,0.235294117647059,FALSE,TRUE,2,3,TRUE,TRUE,TRUE
"4595",4,"5f4cfa7d6a1d1208290ad728",6,1,1,1,TRUE,2805,"tie",1,5,1,0.857142857142857,1,1,1.42857142857143,0.062200956937799,2.28571428571429,0.0622950819672131,4,4,0.368421052631579,0.294117647058824,TRUE,FALSE,6,4,TRUE,FALSE,FALSE
"4596",5,"5f4cfa7d6a1d1208290ad728",6,1,1,-1,TRUE,3100,"tie",1,6,1,0.857142857142857,1,1,2.28571428571429,0.0909090909090909,3.14285714285714,0.0819672131147541,5,5,0.421052631578947,0.352941176470588,FALSE,TRUE,6,5,TRUE,TRUE,TRUE
"4597",6,"5f4cfa7d6a1d1208290ad728",2,1,1,-1,FALSE,2765,"tie",1,7,5,0.285714285714286,0.666666666666667,0.428571428571429,2.57142857142857,0.100478468899522,3.42857142857143,0.0885245901639344,6,6,0.473684210526316,0.411764705882353,FALSE,TRUE,2,6,FALSE,TRUE,TRUE
"4598",7,"5f4cfa7d6a1d1208290ad728",1,1,1,-1,TRUE,3220,"tie",1,8,6,0.142857142857143,0.583333333333333,0.285714285714286,2.71428571428571,0.105263157894737,3.57142857142857,0.0918032786885246,7,7,0.526315789473684,0.470588235294118,FALSE,TRUE,1,7,TRUE,TRUE,TRUE
"4599",8,"5f4cfa7d6a1d1208290ad728",1,1,1,-1,FALSE,2638,"tie",1,9,6,0.142857142857143,0.583333333333333,0.285714285714286,2.85714285714286,0.110047846889952,3.71428571428571,0.0950819672131147,8,8,0.578947368421053,0.529411764705882,FALSE,TRUE,1,8,FALSE,TRUE,TRUE
"4600",9,"5f4cfa7d6a1d1208290ad728",5,1,1,-1,TRUE,3172,"tie",0.8,10,2,0.714285714285714,0.916666666666667,0.857142857142857,3.57142857142857,0.133971291866029,4.42857142857143,0.111475409836066,9,9,0.631578947368421,0.588235294117647,FALSE,TRUE,5,9,TRUE,TRUE,TRUE
"4601",10,"5f4cfa7d6a1d1208290ad728",6,1,1,-1,TRUE,3599,"tie",0.8,11,1,0.857142857142857,1,1,4.42857142857143,0.162679425837321,5.28571428571428,0.131147540983607,10,10,0.684210526315789,0.647058823529412,FALSE,TRUE,6,10,TRUE,TRUE,TRUE
"4602",11,"5f4cfa7d6a1d1208290ad728",4,1,1,-1,TRUE,2787,"tie",0.8,12,3,0.571428571428571,0.833333333333333,0.714285714285714,5,0.181818181818182,5.85714285714286,0.144262295081967,11,11,0.736842105263158,0.705882352941177,FALSE,TRUE,4,11,TRUE,TRUE,TRUE
"4603",12,"5f4cfa7d6a1d1208290ad728",2,1,1,-1,FALSE,2653,"tie",0.8,13,5,0.285714285714286,0.666666666666667,0.428571428571429,5.28571428571429,0.191387559808612,6.14285714285714,0.150819672131147,12,12,0.789473684210526,0.764705882352941,FALSE,TRUE,2,12,FALSE,TRUE,TRUE
"4604",13,"5f4cfa7d6a1d1208290ad728",2,1,1,1,FALSE,4621,"tie",0.2,14,5,0.285714285714286,0.666666666666667,0.428571428571429,5.57142857142857,0.200956937799043,6.42857142857143,0.157377049180328,13,13,0.842105263157895,0.823529411764706,TRUE,FALSE,2,13,FALSE,FALSE,FALSE
"4605",14,"5f4cfa7d6a1d1208290ad728",6,1,1,-1,TRUE,4535,"tie",0.2,15,1,0.857142857142857,1,1,6.42857142857143,0.229665071770335,7.28571428571428,0.177049180327869,14,14,0.894736842105263,0.882352941176471,FALSE,TRUE,6,14,TRUE,TRUE,TRUE
"4606",15,"5f4cfa7d6a1d1208290ad728",4,1,1,-1,TRUE,8788,"tie",0.2,16,3,0.571428571428571,0.833333333333333,0.714285714285714,7,0.248803827751196,7.85714285714286,0.190163934426229,15,15,0.947368421052632,0.941176470588235,FALSE,TRUE,4,15,TRUE,TRUE,TRUE
"4607",16,"5f4cfa7d6a1d1208290ad728",2,1,1,1,FALSE,5814,"tie",0.2,17,5,0.285714285714286,0.666666666666667,0.428571428571429,7.28571428571429,0.258373205741627,8.14285714285714,0.19672131147541,16,16,1,1,TRUE,FALSE,2,16,FALSE,FALSE,FALSE
"4608",17,"5f4cfa7d6a1d1208290ad728",5,-1,-1,-1,FALSE,3046,"tie",0.4,18,2,-0.285714285714286,0.333333333333333,0.428571428571429,7,0.248803827751196,8.42857142857143,0.20327868852459,2,1,0.105263157894737,0.117647058823529,TRUE,FALSE,-5,-1,FALSE,FALSE,TRUE
"4609",18,"5f4cfa7d6a1d1208290ad728",4,1,1,1,TRUE,2848,"tie",0.4,19,3,0.571428571428571,0.833333333333333,0.714285714285714,7.57142857142857,0.267942583732057,9,0.216393442622951,17,1,0.210526315789474,0.117647058823529,TRUE,FALSE,4,1,TRUE,FALSE,FALSE
"4610",19,"5f4cfa7d6a1d1208290ad728",5,-1,-1,-1,FALSE,3089,"tie",0.4,20,2,-0.285714285714286,0.333333333333333,0.428571428571429,7.28571428571429,0.258373205741627,9.28571428571429,0.222950819672131,3,1,0.105263157894737,0.117647058823529,TRUE,FALSE,-5,-1,FALSE,FALSE,TRUE
"4611",20,"5f4cfa7d6a1d1208290ad728",5,1,1,1,TRUE,3479,"tie",0.4,21,2,0.714285714285714,0.916666666666667,0.857142857142857,8,0.282296650717703,10,0.239344262295082,18,1,0.210526315789474,0.117647058823529,TRUE,FALSE,5,1,TRUE,FALSE,FALSE
"4612",21,"5f4cfa7d6a1d1208290ad728",5,1,-1,-1,TRUE,5415,"loss",0.4,22,2,0.714285714285714,0.916666666666667,0.857142857142857,8.71428571428571,0.30622009569378,10.7142857142857,0.255737704918033,19,2,0.263157894736842,0.176470588235294,FALSE,FALSE,5,2,TRUE,FALSE,TRUE
"4613",22,"5f4cfa7d6a1d1208290ad728",5,-1,1,1,FALSE,3664,"win",0.4,23,2,-0.285714285714286,0.333333333333333,0.428571428571429,8.42857142857143,0.296650717703349,11,0.262295081967213,4,1,0.105263157894737,0.117647058823529,FALSE,FALSE,-5,-1,FALSE,FALSE,FALSE
"4614",23,"5f4cfa7d6a1d1208290ad728",1,-1,1,1,FALSE,4819,"win",0.8,24,6,-0.857142857142857,0,1,7.57142857142857,0.267942583732057,11.8571428571429,0.281967213114754,5,2,0.0526315789473684,0.176470588235294,FALSE,FALSE,-1,-2,FALSE,FALSE,FALSE
"4615",24,"5f4cfa7d6a1d1208290ad728",6,1,1,-1,TRUE,3905,"tie",0.6,25,1,0.857142857142857,1,1,8.42857142857143,0.296650717703349,12.7142857142857,0.301639344262295,20,1,0.210526315789474,0.117647058823529,FALSE,TRUE,6,1,TRUE,TRUE,TRUE
"4616",25,"5f4cfa7d6a1d1208290ad728",5,-1,1,-1,FALSE,6073,"win",0.4,26,2,-0.285714285714286,0.333333333333333,0.428571428571429,8.14285714285714,0.287081339712918,13,0.308196721311475,6,1,0.105263157894737,0.117647058823529,TRUE,TRUE,-5,-1,FALSE,TRUE,TRUE
"4617",26,"5f4cfa7d6a1d1208290ad728",2,1,1,1,TRUE,2717,"tie",0.4,27,5,0.285714285714286,0.666666666666667,0.428571428571429,8.42857142857143,0.296650717703349,13.2857142857143,0.314754098360656,21,1,0.210526315789474,0.117647058823529,TRUE,FALSE,2,1,TRUE,FALSE,FALSE
"4618",27,"5f4cfa7d6a1d1208290ad728",5,-1,1,-1,TRUE,3033,"win",0.4,28,2,-0.285714285714286,0.333333333333333,0.428571428571429,8.14285714285714,0.287081339712918,13.5714285714286,0.321311475409836,7,1,0.105263157894737,0.117647058823529,TRUE,TRUE,-5,-1,TRUE,TRUE,TRUE
"4619",28,"5f4cfa7d6a1d1208290ad728",5,1,1,-1,FALSE,2795,"tie",0.4,29,2,0.714285714285714,0.916666666666667,0.857142857142857,8.85714285714285,0.311004784688995,14.2857142857143,0.337704918032787,22,1,0.210526315789474,0.117647058823529,FALSE,TRUE,5,1,FALSE,TRUE,TRUE
"4620",29,"5f4cfa7d6a1d1208290ad728",6,1,1,-1,TRUE,3293,"tie",0.2,30,1,0.857142857142857,1,1,9.71428571428571,0.339712918660287,15.1428571428571,0.357377049180328,23,2,0.263157894736842,0.176470588235294,FALSE,TRUE,6,2,TRUE,TRUE,TRUE
"4621",30,"5f4cfa7d6a1d1208290ad728",1,1,1,1,FALSE,3502,"tie",0.4,31,6,0.142857142857143,0.583333333333333,0.285714285714286,9.85714285714285,0.344497607655502,15.2857142857143,0.360655737704918,24,3,0.315789473684211,0.235294117647059,TRUE,FALSE,1,3,FALSE,FALSE,FALSE
"4622",31,"5f4cfa7d6a1d1208290ad728",6,1,1,-1,TRUE,4663,"tie",0.2,32,1,0.857142857142857,1,1,10.7142857142857,0.373205741626794,16.1428571428571,0.380327868852459,25,4,0.368421052631579,0.294117647058824,FALSE,TRUE,6,4,TRUE,TRUE,TRUE
"4623",32,"5f4cfa7d6a1d1208290ad728",5,1,1,-1,TRUE,3073,"tie",0.2,33,2,0.714285714285714,0.916666666666667,0.857142857142857,11.4285714285714,0.397129186602871,16.8571428571429,0.39672131147541,26,5,0.421052631578947,0.352941176470588,FALSE,TRUE,5,5,TRUE,TRUE,TRUE
"4624",33,"5f4cfa7d6a1d1208290ad728",5,1,1,-1,TRUE,2798,"tie",1,34,2,0.714285714285714,0.916666666666667,0.857142857142857,12.1428571428571,0.421052631578947,17.5714285714286,0.413114754098361,27,6,0.473684210526316,0.411764705882353,FALSE,TRUE,5,6,TRUE,TRUE,TRUE
"4625",34,"5f4cfa7d6a1d1208290ad728",4,1,1,-1,FALSE,4828,"tie",1,35,3,0.571428571428571,0.833333333333333,0.714285714285714,12.7142857142857,0.440191387559808,18.1428571428571,0.426229508196721,28,7,0.526315789473684,0.470588235294118,FALSE,TRUE,4,7,FALSE,TRUE,TRUE
"4626",35,"5f4cfa7d6a1d1208290ad728",4,1,1,-1,TRUE,3730,"tie",1,36,3,0.571428571428571,0.833333333333333,0.714285714285714,13.2857142857143,0.45933014354067,18.7142857142857,0.439344262295082,29,8,0.578947368421053,0.529411764705882,FALSE,TRUE,4,8,TRUE,TRUE,TRUE
