"","PID","crt","mean_suspicion_rating","age","gender","ed_lev","lie_prop_redpick","dprime","beta","hitrate","farate","acc","n_lied_self","tp","fp","subject_lostTRUE","subject_liedTRUE","normed_signed_e_v","normed_unsigned_e_v","dprime_art","beta_art","hitrate_art","farate_art","acc_art"
"78","60d0fd171641cb791126cf93",2,2.3,20,1,2,0.596153846153846,1.3869490489853,6.20763553128663,0.266666666666667,0.0222222222222222,0.622222222222222,31,12,1,-0.0367137219756268,0.0579871867794972,0.646413088374525,0.358462482852766,1.0378329672181,1.39781964779587,0.577777777777778,0.2,0.688888888888889
"79","60db2ef9dcfd84248e875aba",1,2.47777777777778,27,1,5,0.0181818181818182,1.02442861520217,2.06624284717964,0.422222222222222,0.111111111111111,0.655555555555556,1,19,5,0.303293258862357,-0.0283578374575138,0.117582496652546,0.21564162395659,1.50559667050473,1.47934314648419,0.688888888888889,0.155555555555556,0.766666666666667
"80","60ddc1574e565fba304a2baf",3,3.27777777777778,24,1,5,0.622641509433962,1.48050064181152,1.31238309620457,0.711111111111111,0.177777777777778,0.766666666666667,33,32,8,-0.052282533997433,0.00235852709431922,0.794060572461971,0.045696218513796,1.63581906065478,1.37569385849918,0.733333333333333,0.155555555555556,0.788888888888889
"81","60ddfd9a044c8d3efb0fb6be",2,3.87777777777778,21,1,5,0.982142857142857,0.76263602209195,0.831720572849566,0.733333333333333,0.444444444444444,0.644444444444444,55,33,20,-3.54938103660347e-05,-0.0065853313340664,0.780781438179022,5.16688217760927e-05,1.76548825431723,0.929970898175285,0.822222222222222,0.2,0.811111111111111
"82","60df9d56277451ffa57e4827",4,3.65555555555556,23,1,6,0.087719298245614,0.39497411355127,0.956033804939239,0.622222222222222,0.466666666666667,0.577777777777778,5,28,21,0.355142535199416,0.152823801359219,0.0027233822262036,0.0347021849765405,2.14450736959166,1.37467356355297,0.822222222222222,0.111111111111111,0.855555555555556
"83","60e46e8355c9d61cbb859df0",1,3.18888888888889,33,0,4,0.345454545454545,0.909317969203208,2.00675826893857,0.377777777777778,0.111111111111111,0.633333333333333,28,17,5,0.0915780740891898,0.030223562078695,0.00630125869703509,0.444544065978925,1.7049704740587,1.3145456268505,0.755555555555556,0.155555555555556,0.8
"84","60f3fe4c353684030f9eb509",3,3.05555555555556,52,0,9,0,0.740407371830026,1.73034698064784,0.355555555555556,0.133333333333333,0.611111111111111,1,16,6,-0.00385860301348695,0.0101113269982212,0.0101852708988061,0.640595510631958,1.68324246714583,1,0.8,0.2,0.8
"85","60facab06efaa9f257c2991a",3,3.01111111111111,27,0,5,0.73469387755102,1.54384061122007,2.4322147782431,0.577777777777778,0.0888888888888889,0.744444444444444,36,26,4,0.0017063423082202,0.19714644599068,0.485019345161463,0.3284263798913,1.44362063674015,1.52228645807169,0.666666666666667,0.155555555555556,0.755555555555556
"86","60fd01d19defe86cbe2d4c3c",2,3.77777777777778,18,1,3,0.942307692307692,0.632413631941903,0.894385129099304,0.688888888888889,0.444444444444444,0.622222222222222,49,31,20,-0.00457293387082419,0.0205992195408131,0.33225972950361,0.259707247671579,1.19543697308184,1.22094779638616,0.666666666666667,0.222222222222222,0.722222222222222
"87","60fd1ef14b9926d74181569e",1,3.67777777777778,19,1,2,0.886792452830189,0.706577457117217,0.826529704692106,0.733333333333333,0.466666666666667,0.633333333333333,47,33,21,-0.000344807060947991,0.00259732795162203,0.643804440426911,0.0554676742826022,1.87548129042317,0.722876888825721,0.866666666666667,0.222222222222222,0.822222222222222
