"","PID","crt","aq","eq","rgpts","mean_suspicion_rating","lie_detect_dprime","lie_prop","age","gender","ed_lev","(Intercept)","normed_signed_e_v","normed_unsigned_e_v","subject_liedTRUE","subject_lostTRUE"
"1","55b424e1fdf99b526efcf8d0",2,0.1,5.090909091,0.111111111,3.011111111,0.147751039043636,0.577777778,39,0,2,0,0.180349481929126,0.45310801558826,-0.0720641648160292,0.0704875782428237
"2","56210effed6e5a000ac7f3a5",4,0.2,5.181818182,1.777777778,4.544444444,0.0597720045050852,0.622222222,38,0,5,0,0.345554737140916,0.390980126047255,0.0414180436067584,NA
"3","57313ba2070de6000f43384e",3,0.6,4.954545455,1.944444444,2.244444444,0.0362279021921955,0.211111111,38,1,1,0,0.260902796725527,0.355594678788756,0.00418388568393505,0.0867547798445599
"4","583accd26ab9a70001e2b5a7",2,0.2,4.409090909,0.666666667,2.333333333,0,0,49,1,2,0,0.297682607583456,0.0803124138782027,NA,0.248452264829558
"5","59430640f154200001b509d0",2,0,5.727272727,2.111111111,2.7,0.120575860609589,0.255555556,48,1,3,0,0.316838549203684,0.448279541804138,0.0187107370009117,-0.0640589235230517
"6","5a455b091950a80001e7c49a",1,0.2,4.818181818,0.555555556,1.977777778,0.0497382248301129,0.255555556,40,1,3,0,0.365574203583513,0.286158196584664,0.133655585471049,0.0680683078430029
"7","5ac7a7f1f69e940001d999a7",3,0.2,4.227272727,0.5,3.222222222,0.145780363833303,0.577777778,56,1,6,0,0.369101899317825,0.327642219353308,-0.0738715310677849,NA
"8","5af196e1e1b5b8000148ac76",2,0.4,5.136363636,2.5,3.077777778,0.205889714976633,0.222222222,31,0,9,0,0.289051912292791,0.399435759168324,-0.0949175171902262,-0.105141652422127
"9","5afc4671bb36f900018ef1fe",4,0.3,5.045454545,1.611111111,2.811111111,0.185971663349435,0,33,0,3,0,-0.0227353214118497,0.489350333989832,NA,0.129506421482189
"10","5b98d9362cca9c0001de161f",4,0.1,5.772727273,0.055555556,2.677777778,0.163267045466037,0.511111111,49,0,5,0,0.369500069229626,0.227637228344027,-0.149806161230758,-0.129999295995073
"11","5c47408447aa7b000107b7d7",2,0.8,4.318181818,1.055555556,3.244444444,0.0415875483268349,0.333333333,42,1,5,0,0.172692528890992,0.280433599048035,0.0738302932657518,0.165616496032069
"12","5c6d6d3481e1d50001627409",1,0.1,5.909090909,0.222222222,1.711111111,0.0355209616177802,0,47,1,3,0,0.338835702482217,0.39927023813263,NA,-0.202964965936023
"13","5c7af38b670f87001746df79",0,0.2,5.636363636,0.666666667,3.2,-0.0701130728953321,0.544444444,26,1,2,0,0.28461117278998,0.449378543859565,0.022642689954226,0.0147899479704642
